Prediction Window (Months),Task,AUROC,AUPRC,Sensitivity,Specificity,F1-Score,Lesion Complexity Score,Stent Type Score,AI Risk Prediction Score,Calibration Score,p-value,AUPRC (Ischemia),AUPRC (Bleeding,AUROC (Ischemia),AUROC (Bleeding),Standard Care EFS (%),AI-Driven EFS (%),Absolute Risk Reduction (ARR %),Relative Risk Reduction (RRR %),p-value
6,Ischemic Event,0.83,0.68,86.8,73,79.3,0.03,0.29,0.79,0.862013683,0.003920943,0.744691336,0.615055424,0.790047332,0.71588803,66.72539735,70.2360042,-3.510606851,-5.261275301,0.002577458
5,Ischemic Event,0.87,0.77,85,83.6,84.3,0.57,0.49,0.83,0.892426779,0.00497515,0.71082908,0.666262366,0.777568792,0.747465372,71.55461023,78.04494751,-6.490337278,-9.070466958,0.003712322
32,Ischemic Event,0.87,0.67,89.7,81.4,85.3,0.41,0.79,0.74,0.857562096,0.004880433,0.658539114,0.677351391,0.849452401,0.70092276,69.0002156,72.19553201,-3.195316407,-4.630878874,0.001177984
7,Ischemic Event,0.79,0.76,85.7,78.8,82.1,0.65,0.26,0.83,0.868317696,0.002036532,0.730619399,0.601512465,0.78503729,0.784150948,69.87087481,75.48495203,-5.614077218,-8.034931914,0.003072105
12,Ischemic Event,0.87,0.76,85.5,73.5,79,0.97,0.52,0.69,0.888769509,0.004395917,0.653428021,0.631113597,0.776780098,0.784265573,67.05612798,73.95050809,-6.894380116,-10.28150644,0.003743691
3,Bleeding Risk,0.81,0.68,90.6,84.3,87.3,0.32,0.24,0.66,0.914233318,0.004833729,0.73622292,0.615740219,0.761495473,0.770426213,71.52685109,78.77437201,-7.247520928,-10.13258772,0.002533156
8,Ischemic Event,0.85,0.8,87.1,74.2,80.1,0.21,0.2,0.76,0.856185569,0.001103617,0.658781562,0.68334458,0.800312573,0.715000687,71.24995811,77.18492315,-5.934965037,-8.329780387,0.003291783
9,Ischemic Event,0.83,0.72,87.5,85.1,86.3,0.16,0.38,0.65,0.871773091,0.003305934,0.674112499,0.667573729,0.760682057,0.764670461,71.02032968,75.31383163,-4.293501943,-6.045454819,0.002453684
6,Bleeding Risk,0.84,0.71,86,71.1,77.8,0.82,0.58,0.9,0.930357912,0.002057386,0.729087845,0.694578179,0.752157175,0.732014471,73.2707007,77.88934295,-4.618642248,-6.303532249,0.001885502
3,Bleeding Risk,0.87,0.8,90.5,73.7,81.2,0.89,0.63,0.89,0.898798973,0.002142271,0.675851087,0.606263841,0.787793612,0.701566633,67.56181277,70.68780387,-3.1259911,-4.626860903,0.002308995
35,Bleeding Risk,0.81,0.76,85.5,82.8,84.1,0.36,0.18,0.86,0.880536568,0.002869692,0.651419899,0.690377035,0.834380813,0.78133203,69.4010909,74.91112821,-5.51003731,-7.93941023,0.003498151
12,Bleeding Risk,0.9,0.73,84.1,73.9,78.7,0.28,0.56,0.93,0.924255599,0.003389313,0.683755388,0.673901926,0.765447717,0.733054374,72.77608891,80.2692115,-7.493122582,-10.29613255,0.002413884
18,Ischemic Event,0.79,0.77,83,76.6,79.7,0.62,0.75,0.76,0.913799779,0.00344717,0.653085753,0.682364393,0.810652339,0.759450215,70.3865463,77.62214347,-7.23559717,-10.2798014,0.002789529
33,Bleeding Risk,0.78,0.65,89.1,83.2,86,0.78,0.92,0.72,0.899791253,0.001883047,0.71843239,0.699428143,0.843537624,0.726618514,73.06600395,80.67397538,-7.607971426,-10.41246409,0.004667754
20,Ischemic Event,0.82,0.83,89.5,76.2,82.3,0.51,0.49,0.68,0.939567684,0.001286925,0.657366912,0.653443833,0.77823419,0.775759925,69.22978668,76.2927003,-7.062913619,-10.20213113,0.002892515
23,Bleeding Risk,0.79,0.69,88.8,79,83.6,0.58,0.93,0.93,0.91665612,0.003376574,0.705445025,0.617549477,0.827530423,0.750158655,72.79345102,79.73395938,-6.940508358,-9.534523038,0.001422032
31,Ischemic Event,0.8,0.78,89.3,81.5,85.2,0.73,0.31,0.89,0.870458663,0.004630756,0.721601085,0.641012389,0.818884901,0.772712237,66.31468137,72.1127413,-5.79805993,-8.743252339,0.003688152
6,Ischemic Event,0.8,0.66,87.4,71.5,78.7,0.72,0.09,0.84,0.89843727,0.004724469,0.720771569,0.627624761,0.763204027,0.712545561,72.95744832,78.80377268,-5.846324355,-8.01333447,0.002697554
34,Ischemic Event,0.85,0.83,80.4,84.7,82.5,0.95,0.78,0.93,0.870177835,0.00126097,0.718975671,0.635202968,0.81690844,0.765553166,66.68097487,70.44786431,-3.766889445,-5.649121735,0.002076589
34,Bleeding Risk,0.82,0.82,84.8,74.7,79.4,0.05,0.57,0.78,0.923140828,0.003631319,0.659654014,0.651546334,0.809299907,0.79103636,69.39825914,73.38471643,-3.986457287,-5.744318858,0.002459708
19,Bleeding Risk,0.79,0.84,87.2,74.4,80.3,0.99,0.92,0.78,0.875041975,0.001160169,0.683712308,0.643111759,0.759540534,0.737921442,68.25863474,71.44366932,-3.185034579,-4.666126991,0.001034633
34,Ischemic Event,0.9,0.81,82.4,80.2,81.3,0.14,0.84,0.75,0.946967172,0.001521684,0.701679197,0.639176213,0.812241272,0.783707783,68.78858174,74.65766917,-5.869087438,-8.532066354,0.001473787
6,Bleeding Risk,0.91,0.81,79.2,82.8,81,0.91,0.22,0.94,0.942403375,0.003746196,0.714836471,0.638520498,0.780685629,0.75139075,72.98105409,76.18840469,-3.207350602,-4.39477155,0.002429109
30,Bleeding Risk,0.86,0.77,92.8,76.3,83.7,0.69,0.64,0.7,0.877765354,0.002864385,0.721572729,0.628553471,0.826374039,0.758731885,65.0800432,70.20666262,-5.126619419,-7.877406293,0.003282251
0,Bleeding Risk,0.87,0.72,80,82.7,81.3,0.88,0.08,0.67,0.903881207,0.004925169,0.69894192,0.664039215,0.841452873,0.764369679,68.42819063,72.73804269,-4.309852063,-6.29835748,0.003716315
3,Ischemic Event,0.82,0.78,81.8,79.9,80.8,0.71,0.96,0.85,0.879299947,0.002727744,0.723221341,0.611553323,0.784424977,0.743908051,66.33602673,72.00876187,-5.67273515,-8.55151481,0.001051015
21,Ischemic Event,0.85,0.66,80.9,71.8,76.1,0.04,0.83,0.85,0.891945579,0.003389945,0.654799316,0.676285975,0.75830875,0.708272439,65.03358183,71.74013605,-6.706554222,-10.31244787,0.001116416
11,Ischemic Event,0.9,0.8,88.8,76,81.9,0.78,0.05,0.94,0.926949104,0.004114475,0.729761992,0.657430957,0.787241555,0.715617667,66.54406411,74.37813859,-7.834074475,-11.77276227,0.001669283
7,Bleeding Risk,0.79,0.68,84.8,74,79,0.65,0.67,0.86,0.918295517,0.00234829,0.736557981,0.636566465,0.839879221,0.730573112,67.66743623,71.58290803,-3.915471801,-5.786345722,0.004725159
24,Bleeding Risk,0.87,0.8,90.5,73.4,81.1,0.08,0.15,0.91,0.857104441,0.001718051,0.677866975,0.636564092,0.833663129,0.784936016,68.54480639,74.70189256,-6.157086169,-8.982571392,0.002857659
3,Bleeding Risk,0.88,0.72,85,83.8,84.4,0.14,0.24,0.89,0.890962191,0.004165474,0.706863374,0.680067911,0.761146085,0.780678163,66.10967798,72.27378879,-6.164110811,-9.324067215,0.001918729
31,Ischemic Event,0.86,0.76,79.4,79.1,79.2,0.02,0.64,0.81,0.921372531,0.002032415,0.688082154,0.670657299,0.815924959,0.716652882,66.01371965,69.82173636,-3.808016706,-5.768523159,0.003399504
32,Ischemic Event,0.87,0.77,89.3,84.7,86.9,0.18,0.75,0.86,0.904115804,0.002931197,0.663545987,0.643697499,0.760249917,0.791964919,66.94209188,73.87663347,-6.934541581,-10.35901536,0.002387367
5,Bleeding Risk,0.84,0.84,79.7,71.1,75.2,0.08,0.14,0.81,0.896934495,0.001805656,0.745527247,0.699242973,0.798918742,0.77818282,74.37810097,78.89364953,-4.515548565,-6.071072676,0.001037874
22,Bleeding Risk,0.91,0.77,84.5,72,77.8,0,0.51,0.77,0.858693081,0.004524874,0.678499135,0.65784312,0.816138835,0.718294713,66.44093863,69.89466569,-3.453727058,-5.198191249,0.002329803
30,Bleeding Risk,0.85,0.84,84.3,76.1,80,0.99,0.28,0.93,0.869528873,0.00242348,0.722902942,0.627791693,0.815210067,0.711612532,71.09057723,76.56395828,-5.473381041,-7.699165282,0.001068585
11,Ischemic Event,0.86,0.69,88.6,82.2,85.3,0.64,0.17,0.75,0.920149083,0.001209875,0.667917668,0.684019454,0.80027624,0.789855734,68.33856111,74.79921182,-6.460650709,-9.453887532,0.003612777
19,Bleeding Risk,0.85,0.76,83.7,78.1,80.8,0.33,0.9,0.75,0.923600391,0.00392387,0.67818232,0.629796033,0.77844929,0.704773415,66.0647373,71.94755791,-5.882820606,-8.904630287,0.004523294
10,Bleeding Risk,0.82,0.75,90.6,76.4,82.9,0.68,0.32,0.8,0.879106003,0.002363883,0.729716758,0.629307697,0.798313537,0.706641907,72.79048693,79.04839859,-6.257911663,-8.597155929,0.001559931
16,Ischemic Event,0.9,0.69,79.7,77.1,78.4,0.33,0.69,0.93,0.916787487,0.002635867,0.730994849,0.621257675,0.818753525,0.793538671,68.36732715,75.76133138,-7.394004228,-10.81511379,0.001302656
5,Ischemic Event,0.85,0.83,79.1,84.8,81.9,0.7,0.03,0.84,0.882021012,0.004163511,0.683663487,0.605622587,0.77546395,0.75435632,69.88329714,74.90897249,-5.025675348,-7.191525807,0.004792676
3,Ischemic Event,0.78,0.69,82.7,77.7,80.1,0.62,0.32,0.71,0.874033892,0.002310709,0.657941102,0.610965135,0.833618249,0.799103664,67.38367471,73.58856439,-6.204889675,-9.208298154,0.003264895
30,Ischemic Event,0.81,0.76,79.4,73.4,76.3,0.15,0.55,0.67,0.877690693,0.004269127,0.716527728,0.600069042,0.841554808,0.793714623,74.83737298,80.66959132,-5.832218337,-7.793189559,0.001806444
8,Bleeding Risk,0.91,0.79,83.3,74,78.4,0.45,0.67,0.82,0.885010715,0.003063916,0.656935521,0.647707273,0.81695915,0.798118744,71.90818744,76.74848306,-4.840295627,-6.731216291,0.003529271
11,Ischemic Event,0.83,0.69,91.3,80.8,85.7,0.01,0.18,0.75,0.943755803,0.003222481,0.656863643,0.623115271,0.829606409,0.713964274,72.68196492,77.57185094,-4.889886021,-6.72778457,0.002130567
33,Ischemic Event,0.87,0.78,85.2,72.9,78.6,0.37,0.96,0.67,0.895888305,0.00137314,0.65367509,0.665320586,0.841529772,0.752100039,65.18480956,68.3504703,-3.165660747,-4.856439359,0.002076216
15,Bleeding Risk,0.89,0.67,81,83,82,0.48,0.33,0.66,0.936901599,0.002944008,0.7353327,0.643585875,0.760335748,0.747744246,69.12833353,73.44275178,-4.314418254,-6.241172083,0.00138693
14,Ischemic Event,0.82,0.71,79.8,83,81.4,0.28,0.6,0.87,0.902718647,0.004810128,0.704867648,0.646320758,0.776647926,0.786809578,65.51702001,73.47214238,-7.95512237,-12.14206991,0.002311428
13,Ischemic Event,0.86,0.7,90.3,71.2,79.6,0.68,0.13,0.94,0.863629592,0.004886849,0.660513329,0.676151588,0.765631499,0.719154114,72.26265659,76.0444536,-3.781797016,-5.233404354,0.001581219
3,Ischemic Event,0.9,0.68,82.9,83.6,83.2,0.88,0.84,0.81,0.894092289,0.003273838,0.736314598,0.602541747,0.780105474,0.754006001,74.78285599,81.81095488,-7.028098895,-9.398008143,0.003243294
34,Ischemic Event,0.82,0.7,81.4,82.5,81.9,0.11,0.95,0.94,0.8762879,0.001352291,0.71166562,0.658682409,0.805195836,0.735129175,66.63128213,74.16426152,-7.532979385,-11.30546966,0.001737293
33,Ischemic Event,0.87,0.77,91.4,80.9,85.8,0.09,0.15,0.89,0.920762274,0.003891863,0.741875431,0.696335413,0.782529701,0.785807279,71.50235881,74.73306551,-3.2307067,-4.518321848,0.001582336
12,Bleeding Risk,0.91,0.77,85.8,85.5,85.6,0.46,0.95,0.76,0.867897664,0.001333969,0.706302553,0.688078693,0.750797142,0.787950959,67.10984001,72.85968471,-5.749844701,-8.567811666,0.002841781
1,Bleeding Risk,0.89,0.81,79.1,81.4,80.2,0.94,0.87,0.89,0.907483329,0.003873512,0.724014684,0.652911418,0.839245585,0.759078035,66.5401731,73.74725068,-7.207077572,-10.83116745,0.002908225
3,Bleeding Risk,0.91,0.66,92.2,78,84.5,0.77,0.23,0.74,0.94812164,0.003672452,0.741966457,0.684606361,0.834593654,0.735281426,68.64376778,75.60096961,-6.957201823,-10.1352272,0.003234215
14,Bleeding Risk,0.83,0.8,83.7,85.6,84.6,0.24,0.46,0.84,0.942888783,0.003731555,0.676542305,0.652423549,0.817491976,0.746967217,69.92966351,77.80561255,-7.87594904,-11.26267258,0.004880693
36,Bleeding Risk,0.91,0.79,81.7,82.7,82.2,0.63,0.55,0.75,0.936494054,0.00370525,0.675304762,0.621051979,0.80512441,0.746241379,67.60465459,75.32752323,-7.722868636,-11.42357532,0.003759887
6,Ischemic Event,0.89,0.85,92.3,71.5,80.6,0.24,0.75,0.8,0.903162098,0.0022389,0.746562323,0.637299493,0.842104922,0.789021528,73.80991939,79.2086312,-5.398711809,-7.314344539,0.004858
23,Bleeding Risk,0.85,0.67,86.6,83.3,84.9,0.52,0.36,0.87,0.921277385,0.003197754,0.652513535,0.678795479,0.755959678,0.742800147,71.3964987,74.66019811,-3.263699417,-4.571231751,0.00191402
30,Ischemic Event,0.92,0.8,88.8,81.8,85.2,0.64,0.41,0.84,0.901204014,0.00285989,0.696008282,0.662376092,0.768306853,0.701179835,71.04805147,78.97671913,-7.928667656,-11.15958495,0.003915382
8,Ischemic Event,0.8,0.78,84.4,74.9,79.4,0.5,0.77,0.81,0.930007961,0.004499185,0.722785584,0.692547555,0.767870655,0.755061672,66.97417621,72.89220223,-5.918026018,-8.836280418,0.004167499
10,Bleeding Risk,0.8,0.69,85,71.6,77.7,0.47,0.55,0.89,0.884705975,0.003736744,0.714621059,0.628987524,0.791568619,0.713482603,67.18603247,74.48257339,-7.296540922,-10.8602051,0.002340584
0,Bleeding Risk,0.85,0.85,87.5,74.1,80.2,0.08,0.15,0.76,0.948353519,0.002849544,0.743258328,0.650311866,0.764273035,0.787972392,72.88448846,79.34376818,-6.459279719,-8.862351722,0.004544053
33,Ischemic Event,0.8,0.68,90.8,85.8,88.2,0.42,0.57,0.67,0.867786527,0.004702064,0.740188818,0.65388299,0.782377143,0.718356489,67.40961464,74.78031998,-7.370705344,-10.93420484,0.003057167
5,Bleeding Risk,0.85,0.73,83.2,77.2,80.1,0.04,0.58,0.69,0.933233026,0.003038949,0.662353992,0.690636441,0.797759493,0.754317305,73.51648241,78.65546521,-5.138982798,-6.990245764,0.004169395
37,Bleeding Risk,0.81,0.67,84.6,80.6,82.6,0.09,0.25,0.92,0.918424472,0.002116601,0.724625513,0.641637575,0.838793661,0.748955473,72.67215871,76.34294798,-3.67078927,-5.051163107,0.004327373
2,Bleeding Risk,0.82,0.69,88.3,80.8,84.4,0.46,0.53,0.85,0.934069696,0.004798547,0.686383071,0.626927339,0.802807208,0.795471591,70.23732053,76.37910422,-6.141783686,-8.744330848,0.004166208
12,Bleeding Risk,0.83,0.79,85.1,82.9,84,0.01,0.78,0.79,0.935207899,0.003680138,0.72247987,0.61000568,0.843880613,0.724979847,74.20406043,79.56493389,-5.360873459,-7.224501501,0.003794575
4,Bleeding Risk,0.9,0.68,80.8,82.2,81.5,0.63,0.77,0.7,0.938844333,0.004168366,0.657359437,0.638853248,0.814809596,0.779961409,66.01535308,71.37733855,-5.361985472,-8.122330975,0.003008077
4,Ischemic Event,0.89,0.66,81.2,73.1,76.9,0.18,0.07,0.8,0.857407094,0.00142376,0.650463902,0.673630351,0.814476046,0.708522635,66.56686316,73.09274296,-6.525879797,-9.803496044,0.00318455
16,Ischemic Event,0.78,0.83,79.3,85,82.1,0.63,0.34,0.84,0.922295563,0.002973259,0.741549649,0.699272494,0.754300021,0.780098097,66.25258391,70.04780886,-3.795224952,-5.728418015,0.001719915
4,Bleeding Risk,0.81,0.75,92.1,73.4,81.7,0.16,0.43,0.77,0.867999646,0.001018735,0.743955622,0.675405715,0.844233487,0.774660608,65.6776292,72.13564014,-6.458010941,-9.832892905,0.003444818
23,Bleeding Risk,0.86,0.84,84.9,83.5,84.2,0.23,0.07,0.91,0.87189854,0.003250324,0.699389515,0.609061128,0.755881241,0.798912447,66.70570254,72.92463043,-6.21892789,-9.322932902,0.002669389
0,Ischemic Event,0.86,0.72,82.9,80.8,81.8,0.48,0.87,0.79,0.946400489,0.004855897,0.663399122,0.698604409,0.788708628,0.747320453,74.93608214,82.01529208,-7.079209943,-9.446997683,0.002707313
34,Bleeding Risk,0.89,0.71,91.1,75.7,82.7,0.82,0.64,0.71,0.855369813,0.0027966,0.651910745,0.632425836,0.79259275,0.747984684,71.71378224,76.22719485,-4.513412609,-6.293647425,0.001959078
33,Bleeding Risk,0.81,0.69,80.8,83.6,82.2,0.83,0.95,0.79,0.896959189,0.003390775,0.701137263,0.61427908,0.836186077,0.793315696,72.57409477,79.40442264,-6.830327876,-9.411523351,0.003595091
3,Ischemic Event,0.87,0.71,88.9,71.4,79.2,0.37,0.84,0.7,0.896890495,0.00183662,0.694738553,0.642147889,0.772418667,0.77851904,70.606094,76.09589604,-5.489802047,-7.775252442,0.001016525
23,Bleeding Risk,0.9,0.72,88.1,82.6,85.3,0.75,0.75,0.89,0.915170907,0.002175241,0.693134178,0.646575157,0.82637526,0.727496882,68.79871299,75.66380258,-6.865089583,-9.978514546,0.002514381
5,Ischemic Event,0.84,0.71,83.1,81.9,82.5,0.11,0.6,0.66,0.857996102,0.004928696,0.686606558,0.608612202,0.778354496,0.713521532,67.17257306,71.88301676,-4.7104437,-7.012450893,0.004611546
13,Ischemic Event,0.78,0.78,92,76.7,83.7,0.35,0.09,0.66,0.942562189,0.002036876,0.747373943,0.664840004,0.770778139,0.714254799,70.55259118,78.40213418,-7.849542997,-11.12580398,0.003834088
34,Ischemic Event,0.79,0.81,83.6,74,78.5,0.23,0.85,0.77,0.949440848,0.001223415,0.65825183,0.604623036,0.837798648,0.761546755,73.17311398,80.66035956,-7.487245586,-10.23223583,0.003628487
21,Ischemic Event,0.84,0.76,91.5,80.2,85.5,0.15,0.08,0.7,0.947111996,0.001361685,0.704090338,0.6878395,0.772366173,0.712701661,71.83274114,75.61625459,-3.783513454,-5.267115516,0.003777867
24,Ischemic Event,0.91,0.67,90.8,72.8,80.8,0.7,0.57,0.93,0.922883197,0.00464067,0.663871698,0.662920621,0.840131205,0.734345709,69.48764975,75.40912644,-5.921476694,-8.521624655,0.002678788
12,Ischemic Event,0.92,0.78,79.8,81.4,80.6,0.23,0.79,0.88,0.916677194,0.003732466,0.734464971,0.610162218,0.774803804,0.771622804,69.14346443,72.97392571,-3.830461283,-5.539874686,0.003024527
3,Ischemic Event,0.82,0.84,83.1,85.3,84.2,0.28,0.14,0.73,0.876334681,0.004116028,0.696417211,0.683259297,0.785463864,0.703323348,71.29431971,75.08110075,-3.786781036,-5.311476498,0.003745354
31,Bleeding Risk,0.82,0.77,90.8,75.5,82.4,0.58,0.17,0.77,0.855759696,0.001671785,0.681443451,0.600589928,0.752838669,0.762384637,72.05973521,79.58452271,-7.524787506,-10.44243014,0.003588274
30,Bleeding Risk,0.88,0.76,82.8,75.8,79.1,0.79,0.69,0.78,0.921119393,0.001050405,0.693511026,0.652100319,0.82737161,0.742451923,71.85393884,79.05052526,-7.196586416,-10.01557678,0.004960317
11,Bleeding Risk,0.84,0.7,79.2,81.1,80.1,0.2,0.04,0.67,0.865503975,0.004583926,0.673333952,0.620514341,0.849364263,0.797927679,66.88932629,70.8690305,-3.979704206,-5.949684989,0.001852482
33,Ischemic Event,0.87,0.66,88.4,83.7,86,0.84,0.65,0.68,0.873688579,0.003401733,0.653729714,0.623899172,0.752827654,0.779436727,68.67766655,71.9502149,-3.272548349,-4.76508378,0.001173289
13,Ischemic Event,0.87,0.67,80.1,74,76.9,0.9,0.4,0.87,0.856535364,0.001914661,0.679867137,0.695868344,0.771927865,0.752196179,74.19619518,80.08198061,-5.885785435,-7.932732157,0.003152349
11,Ischemic Event,0.83,0.76,88.7,85.2,86.9,0.07,0.57,0.91,0.933861657,0.002278882,0.746325999,0.669083387,0.819086809,0.794180663,67.13528012,71.00964504,-3.874364929,-5.770981997,0.002760601
11,Bleeding Risk,0.8,0.68,83.9,78,80.8,0.9,0.36,0.7,0.902059317,0.001623861,0.736868525,0.611469871,0.778139719,0.753537334,70.75731746,75.61923167,-4.861914209,-6.871252873,0.003211619
12,Bleeding Risk,0.78,0.8,83.3,74.3,78.5,0.05,0.99,0.8,0.89203168,0.003721723,0.727846489,0.620727022,0.828322143,0.784340223,73.31942249,80.9985293,-7.679106812,-10.47349604,0.002317573
36,Ischemic Event,0.83,0.85,81.9,76.8,79.3,0.59,0.62,0.77,0.867692513,0.001890226,0.658471117,0.664532109,0.822380915,0.760611163,69.6845374,73.42448453,-3.739947124,-5.366968431,0.004217659
12,Bleeding Risk,0.87,0.72,84.4,71.6,77.5,0.86,0.34,0.73,0.927977877,0.004424585,0.676210237,0.657411919,0.755513113,0.736557317,71.7310148,74.86260461,-3.131589811,-4.365740287,0.004635839
0,Ischemic Event,0.85,0.78,84.2,73.3,78.4,0.27,0.53,0.67,0.944779197,0.004042213,0.738898479,0.666286545,0.790083491,0.787644065,72.33268674,78.14000086,-5.807314123,-8.028616638,0.004350367
6,Ischemic Event,0.91,0.7,80.5,83.4,81.9,0.14,0.01,0.91,0.897620803,0.002095303,0.708385851,0.622199241,0.806449151,0.758352334,73.30354914,79.59499192,-6.291442784,-8.582726018,0.002375607
5,Bleeding Risk,0.91,0.78,89.5,85.1,87.2,0.36,0.44,0.75,0.877318812,0.004581123,0.696194444,0.64023755,0.824093971,0.747232891,74.67870154,79.54455341,-4.865851873,-6.51571569,0.003753261
4,Ischemic Event,0.9,0.77,92.9,75.2,83.1,0.01,0.42,0.75,0.921054617,0.002451484,0.669156953,0.607546349,0.794703459,0.745369801,68.64884784,73.98355745,-5.33470961,-7.771011136,0.002821498
30,Ischemic Event,0.91,0.85,85.3,84.9,85.1,0.84,0.58,0.8,0.89108539,0.002038613,0.748898342,0.663252888,0.775866706,0.720624757,70.79266778,76.02019759,-5.227529809,-7.384281413,0.00260509
7,Bleeding Risk,0.86,0.67,85.1,72.5,78.3,0.98,0.93,0.85,0.86225374,0.002848534,0.653216613,0.657593467,0.796898321,0.713329748,70.74033533,76.36596422,-5.625628887,-7.952505259,0.00202245
32,Bleeding Risk,0.78,0.79,90.7,76.3,82.9,0.62,0.08,0.74,0.883027267,0.004659406,0.730794946,0.634381316,0.816064169,0.764277129,68.27347752,75.79774092,-7.524263396,-11.02077069,0.003876907
3,Bleeding Risk,0.78,0.8,82.9,73.1,77.7,0.42,0.29,0.71,0.940621145,0.002051255,0.715459937,0.632694072,0.773164085,0.754505752,71.0675347,78.63280192,-7.56526723,-10.64518034,0.004451351
9,Bleeding Risk,0.83,0.73,80.5,80.5,80.5,0.86,0.32,0.7,0.908222844,0.001499106,0.688766282,0.684252805,0.759305279,0.731659835,67.76223681,71.97550181,-4.213265,-6.217718301,0.001563248
6,Bleeding Risk,0.83,0.78,80.7,72.2,76.2,0.7,0.95,0.95,0.890024111,0.001645224,0.653901372,0.678200446,0.796058087,0.754275721,67.96205401,75.3300037,-7.367949688,-10.84126987,0.002746991
9,Ischemic Event,0.91,0.82,85.9,79.7,82.7,0.49,0.25,0.91,0.868164763,0.003008703,0.746831586,0.608393424,0.809651137,0.769185535,74.31403924,78.24378677,-3.929747523,-5.28802843,0.004046918
12,Bleeding Risk,0.85,0.83,84.7,74.2,79.1,0.32,0.97,0.7,0.904286369,0.00288672,0.742023275,0.660585497,0.780670721,0.759091049,68.27522491,73.66056225,-5.385337339,-7.887688904,0.004999526
9,Ischemic Event,0.87,0.81,90.8,85.6,88.1,0.6,0.25,0.66,0.929560407,0.001670436,0.742757508,0.615867846,0.760199855,0.768660253,74.33227783,80.336698,-6.004420176,-8.077810006,0.001536426
3,Bleeding Risk,0.82,0.74,79.1,78.1,78.6,0.45,0.57,0.91,0.929729618,0.003055298,0.676247958,0.689878726,0.757922221,0.729613284,74.48884035,81.87268101,-7.383840659,-9.912680375,0.00483755
2,Ischemic Event,0.85,0.77,83.7,80.9,82.3,0.02,0.08,0.72,0.932300857,0.002029743,0.651314053,0.648473194,0.774563951,0.731191818,65.00228118,69.18534124,-4.183060052,-6.435251158,0.0023419
5,Ischemic Event,0.9,0.76,80.3,80.5,80.4,0.35,0.16,0.74,0.873838966,0.002472777,0.664358696,0.63582069,0.827253492,0.717727416,69.03279768,76.20815431,-7.175356634,-10.39412696,0.002023846
37,Ischemic Event,0.9,0.83,84.4,80.1,82.2,0.84,0.52,0.92,0.855149664,0.003475109,0.71745741,0.682461245,0.78851999,0.729272592,71.72863218,74.87967181,-3.151039631,-4.393001142,0.004784743
